CenterLat,CenterLon,lon_180,Concentration,Sigma
-47.5,282.5,-77.5,1.985137582,0.214426011
-47.5,287.5,-72.5,1.993368626,0.21608445
-47.5,292.5,-67.5,2.002799034,0.216823041
-47.5,297.5,-62.5,1.990240812,0.217812538
-47.5,302.5,-57.5,1.931986332,0.218277261
-47.5,307.5,-52.5,1.835484505,0.217751488
-47.5,312.5,-47.5,1.766103268,0.218759507
-47.5,317.5,-42.5,1.772258997,0.222006679
-47.5,322.5,-37.5,1.816294789,0.225824162
-47.5,327.5,-32.5,1.887132287,0.230775028
-47.5,332.5,-27.5,1.950884461,0.232157812
-47.5,337.5,-22.5,1.988186598,0.231524631
-47.5,342.5,-17.5,1.956427813,0.22842434
-47.5,347.5,-12.5,1.896479487,0.224691048
-47.5,352.5,-7.5,1.865920305,0.220657766
-47.5,357.5,-2.5,1.887115121,0.218993887
-42.5,2.5,2.5,1.989935756,0.204554677
-42.5,7.5,7.5,2.019487143,0.205216214
-42.5,12.5,12.5,2.066565514,0.205193177
-42.5,17.5,17.5,2.142518997,0.206295297
-42.5,22.5,22.5,2.262253046,0.213330656
-42.5,27.5,27.5,2.314936161,0.224386811
-42.5,32.5,32.5,2.269983053,0.236726835
-42.5,37.5,37.5,2.184144974,0.249377489
-42.5,42.5,42.5,2.133448601,0.263845444
-42.5,47.5,47.5,2.147269487,0.279127032
-42.5,52.5,52.5,2.159726858,0.291686833
-42.5,57.5,57.5,2.188768625,0.304666102
-42.5,62.5,62.5,2.212091446,0.313482702
-42.5,67.5,67.5,2.244669199,0.322575122
-42.5,72.5,72.5,2.226434469,0.327068627
-42.5,77.5,77.5,2.098437309,0.324266613
-42.5,82.5,82.5,1.976147175,0.318084419
-42.5,87.5,87.5,1.895384312,0.307946622
-42.5,92.5,92.5,1.82950902,0.294556618
-42.5,97.5,97.5,1.864727616,0.283435583
-42.5,102.5,102.5,1.938913822,0.272933573
-42.5,107.5,107.5,1.978624105,0.261550903
-42.5,112.5,112.5,2.00755024,0.253235221
-42.5,117.5,117.5,2.019094467,0.245491803
-42.5,122.5,122.5,2.028661966,0.234061554
-42.5,127.5,127.5,2.092691183,0.23084648
-42.5,132.5,132.5,2.172453165,0.230318621
-42.5,137.5,137.5,2.231576204,0.228207693
-42.5,142.5,142.5,2.274655581,0.227695882
-42.5,147.5,147.5,2.250946999,0.225076616
-42.5,152.5,152.5,2.18331337,0.221734807
-42.5,157.5,157.5,2.118762732,0.219590217
-42.5,162.5,162.5,2.099853277,0.218936145
-42.5,167.5,167.5,2.045421839,0.215902328
-42.5,172.5,172.5,1.926559806,0.211016312
-42.5,177.5,177.5,1.906039596,0.209257349
-42.5,182.5,-177.5,1.97992909,0.207675502
-42.5,187.5,-172.5,2.034775019,0.205974817
-42.5,192.5,-167.5,2.064397097,0.206035048
-42.5,197.5,-162.5,2.088602543,0.207445249
-42.5,202.5,-157.5,2.05769515,0.205662206
-42.5,207.5,-152.5,1.980147839,0.200584009
-42.5,212.5,-147.5,1.970522404,0.19890064
-42.5,217.5,-142.5,1.981560707,0.196986035
-42.5,222.5,-137.5,1.954380512,0.194074348
-42.5,227.5,-132.5,1.899906397,0.192086086
-42.5,232.5,-127.5,1.843803406,0.190030187
-42.5,237.5,-122.5,1.848507881,0.186698496
-42.5,242.5,-117.5,1.897516847,0.184043497
-42.5,247.5,-112.5,1.888141751,0.183492541
-42.5,252.5,-107.5,1.827195525,0.183778927
-42.5,257.5,-102.5,1.804801941,0.185211822
-42.5,262.5,-97.5,1.831429482,0.185977697
-42.5,267.5,-92.5,1.892571092,0.185494527
-42.5,272.5,-87.5,1.958892226,0.187294945
-42.5,277.5,-82.5,1.989561558,0.190876797
-42.5,282.5,-77.5,1.996990204,0.19439216
-42.5,287.5,-72.5,1.995566487,0.195679531
-42.5,292.5,-67.5,2.001782894,0.197411284
-42.5,297.5,-62.5,1.979789972,0.199050874
-42.5,302.5,-57.5,1.929973125,0.199783295
-42.5,307.5,-52.5,1.876470923,0.201172039
-42.5,312.5,-47.5,1.832104445,0.203423887
-42.5,317.5,-42.5,1.834425211,0.206617638
-42.5,322.5,-37.5,1.867330313,0.209144086
-42.5,327.5,-32.5,1.90866375,0.213273913
-42.5,332.5,-27.5,1.954316616,0.215396374
-42.5,337.5,-22.5,1.991953969,0.21471034
-42.5,342.5,-17.5,1.973762274,0.212126434
-42.5,347.5,-12.5,1.948598504,0.20968096
-42.5,352.5,-7.5,1.961390376,0.206577197
-42.5,357.5,-2.5,1.990459442,0.205220297
-37.5,2.5,2.5,2.068511724,0.197341561
-37.5,7.5,7.5,2.086517572,0.19873409
-37.5,12.5,12.5,2.123837709,0.198879585
-37.5,17.5,17.5,2.182878971,0.197822183
-37.5,22.5,22.5,2.275300026,0.201916754
-37.5,27.5,27.5,2.346954823,0.210012093
-37.5,32.5,32.5,2.324674606,0.219619468
-37.5,37.5,37.5,2.212361097,0.228332862
-37.5,42.5,42.5,2.137643576,0.240190908
-37.5,47.5,47.5,2.140842438,0.253432006
-37.5,52.5,52.5,2.152005196,0.264580846
-37.5,57.5,57.5,2.167688608,0.274414361
-37.5,62.5,62.5,2.211031437,0.282985538
-37.5,67.5,67.5,2.245859623,0.28911376
-37.5,72.5,72.5,2.219127178,0.291657567
-37.5,77.5,77.5,2.057366133,0.285859972
-37.5,82.5,82.5,1.91750598,0.280014604
-37.5,87.5,87.5,1.838345408,0.273970544
-37.5,92.5,92.5,1.814473629,0.266221583
-37.5,97.5,97.5,1.862457156,0.254950762
-37.5,102.5,102.5,1.938209534,0.245929345
-37.5,107.5,107.5,2.005995035,0.23610194
-37.5,112.5,112.5,2.06294632,0.229312792
-37.5,117.5,117.5,2.055716276,0.222689748
-37.5,122.5,122.5,2.049079657,0.215374663
-37.5,127.5,127.5,2.071755409,0.211817861
-37.5,132.5,132.5,2.125214815,0.210710481
-37.5,137.5,137.5,2.174497604,0.209674209
-37.5,142.5,142.5,2.205716372,0.208890781
-37.5,147.5,147.5,2.212694407,0.207373217
-37.5,152.5,152.5,2.190343142,0.205679342
-37.5,157.5,157.5,2.14372611,0.205920175
-37.5,162.5,162.5,2.132889509,0.207528368
-37.5,167.5,167.5,2.117686749,0.20611991
-37.5,172.5,172.5,2.03127861,0.203298673
-37.5,177.5,177.5,1.963151693,0.200575024
-37.5,182.5,-177.5,1.988269925,0.198955253
-37.5,187.5,-172.5,2.025667906,0.197306588
-37.5,192.5,-167.5,2.032701015,0.195362598
-37.5,197.5,-162.5,2.038638592,0.194833383
-37.5,202.5,-157.5,2.018525839,0.193008319
-37.5,207.5,-152.5,1.980509162,0.188887909
-37.5,212.5,-147.5,2.003599167,0.185889706
-37.5,217.5,-142.5,2.031036615,0.183211386
-37.5,222.5,-137.5,2.008288383,0.181317553
-37.5,227.5,-132.5,1.949613452,0.180542007
-37.5,232.5,-127.5,1.914501548,0.178658947
-37.5,237.5,-122.5,1.942129612,0.17478013
-37.5,242.5,-117.5,1.953665972,0.172132179
-37.5,247.5,-112.5,1.901063442,0.171359062
-37.5,252.5,-107.5,1.849847674,0.17197673
-37.5,257.5,-102.5,1.827783346,0.1728376
-37.5,262.5,-97.5,1.832167029,0.173054099
-37.5,267.5,-92.5,1.886511207,0.173505977
-37.5,272.5,-87.5,1.948302627,0.174984828
-37.5,277.5,-82.5,1.970071077,0.176978886
-37.5,282.5,-77.5,2.001893282,0.180426821
-37.5,287.5,-72.5,2.010822535,0.182569459
-37.5,292.5,-67.5,1.986693144,0.184191152
-37.5,297.5,-62.5,1.964954138,0.186807811
-37.5,302.5,-57.5,1.930046916,0.188513324
-37.5,307.5,-52.5,1.898582935,0.190840632
-37.5,312.5,-47.5,1.885278106,0.194470361
-37.5,317.5,-42.5,1.884366274,0.197448596
-37.5,322.5,-37.5,1.903722525,0.200432435
-37.5,327.5,-32.5,1.902976036,0.20326522
-37.5,332.5,-27.5,1.932647824,0.206153512
-37.5,337.5,-22.5,1.992977142,0.206422284
-37.5,342.5,-17.5,2.012720108,0.20430398
-37.5,347.5,-12.5,2.019812107,0.202023312
-37.5,352.5,-7.5,2.045185566,0.200180665
-37.5,357.5,-2.5,2.062669039,0.197926581
-32.5,2.5,2.5,2.129114866,0.193694204
-32.5,7.5,7.5,2.176784754,0.193636373
-32.5,12.5,12.5,2.206564188,0.192103446
-32.5,17.5,17.5,2.241254568,0.191237897
-32.5,22.5,22.5,2.26439786,0.19159539
-32.5,27.5,27.5,2.308342934,0.196898848
-32.5,32.5,32.5,2.298980713,0.20446375
-32.5,37.5,37.5,2.197021008,0.213205069
-32.5,42.5,42.5,2.14605999,0.223512441
-32.5,47.5,47.5,2.163239717,0.235314086
-32.5,52.5,52.5,2.183344841,0.24589622
-32.5,57.5,57.5,2.204446077,0.254909754
-32.5,62.5,62.5,2.211638927,0.261237472
-32.5,67.5,67.5,2.180399895,0.262868017
-32.5,72.5,72.5,2.104557276,0.262088954
-32.5,77.5,77.5,1.986139894,0.260717392
-32.5,82.5,82.5,1.882934093,0.258567005
-32.5,87.5,87.5,1.834186196,0.254402548
-32.5,92.5,92.5,1.840634108,0.245269477
-32.5,97.5,97.5,1.890134335,0.234150082
-32.5,102.5,102.5,1.944814086,0.224623248
-32.5,107.5,107.5,2.019910812,0.216187611
-32.5,112.5,112.5,2.074943066,0.209844291
-32.5,117.5,117.5,2.059672356,0.203843147
-32.5,122.5,122.5,2.051640749,0.201080546
-32.5,127.5,127.5,2.058317184,0.199491158
-32.5,132.5,132.5,2.107907534,0.198329091
-32.5,137.5,137.5,2.161967754,0.197748482
-32.5,142.5,142.5,2.186952353,0.197614998
-32.5,147.5,147.5,2.207067013,0.197337583
-32.5,152.5,152.5,2.229442358,0.198371306
-32.5,157.5,157.5,2.221570015,0.200242996
-32.5,162.5,162.5,2.197475672,0.202849835
-32.5,167.5,167.5,2.210739613,0.203846395
-32.5,172.5,172.5,2.221633434,0.203473926
-32.5,177.5,177.5,2.139059067,0.200537592
-32.5,182.5,-177.5,2.056314945,0.197049886
-32.5,187.5,-172.5,2.049050093,0.194996759
-32.5,192.5,-167.5,2.063194513,0.193128198
-32.5,197.5,-162.5,2.042136192,0.189987287
-32.5,202.5,-157.5,2.009984493,0.185860828
-32.5,207.5,-152.5,2.012763023,0.181895822
-32.5,212.5,-147.5,2.060388803,0.178831264
-32.5,217.5,-142.5,2.097395182,0.177261531
-32.5,222.5,-137.5,2.067247391,0.175738588
-32.5,227.5,-132.5,2.023971319,0.173904061
-32.5,232.5,-127.5,2.030245304,0.170915037
-32.5,237.5,-122.5,2.05803442,0.167238802
-32.5,242.5,-117.5,2.017146349,0.164584428
-32.5,247.5,-112.5,1.929484129,0.163260907
-32.5,252.5,-107.5,1.890744448,0.163625196
-32.5,257.5,-102.5,1.87605834,0.164439723
-32.5,262.5,-97.5,1.864893198,0.164501861
-32.5,267.5,-92.5,1.901815295,0.164522603
-32.5,272.5,-87.5,1.947665215,0.16569677
-32.5,277.5,-82.5,1.975417137,0.168294385
-32.5,282.5,-77.5,2.012283325,0.171329483
-32.5,287.5,-72.5,2.038227558,0.174202308
-32.5,292.5,-67.5,2.01322031,0.176595315
-32.5,297.5,-62.5,1.979474664,0.179716855
-32.5,302.5,-57.5,1.950970888,0.182805941
-32.5,307.5,-52.5,1.930464864,0.186376885
-32.5,312.5,-47.5,1.953327537,0.191244662
-32.5,317.5,-42.5,1.973555565,0.194883272
-32.5,322.5,-37.5,1.962463021,0.198180482
-32.5,327.5,-32.5,1.94443047,0.201678842
-32.5,332.5,-27.5,1.964039803,0.203918368
-32.5,337.5,-22.5,2.028008461,0.203379586
-32.5,342.5,-17.5,2.083106279,0.202378571
-32.5,347.5,-12.5,2.09397006,0.20072253
-32.5,352.5,-7.5,2.106698275,0.198205248
-32.5,357.5,-2.5,2.119148493,0.195831165
-27.5,2.5,2.5,2.259821177,0.195114955
-27.5,7.5,7.5,2.294393063,0.193718866
-27.5,12.5,12.5,2.311491013,0.191242531
-27.5,17.5,17.5,2.298373699,0.18904984
-27.5,22.5,22.5,2.270563602,0.187332645
-27.5,27.5,27.5,2.229895353,0.188205883
-27.5,32.5,32.5,2.199979305,0.193847358
-27.5,37.5,37.5,2.17237854,0.20167172
-27.5,42.5,42.5,2.168707848,0.21004115
-27.5,47.5,47.5,2.206599712,0.221403956
-27.5,52.5,52.5,2.207859993,0.231967494
-27.5,57.5,57.5,2.196883202,0.239958838
-27.5,62.5,62.5,2.1987257,0.248518348
-27.5,67.5,67.5,2.107826233,0.248728439
-27.5,72.5,72.5,1.98348093,0.245268241
-27.5,77.5,77.5,1.892302155,0.246351093
-27.5,82.5,82.5,1.840767264,0.244974419
-27.5,87.5,87.5,1.846993685,0.239294872
-27.5,92.5,92.5,1.88357687,0.229898661
-27.5,97.5,97.5,1.931596756,0.219523013
-27.5,102.5,102.5,1.967603922,0.209693849
-27.5,107.5,107.5,2.033113718,0.201971516
-27.5,112.5,112.5,2.081099749,0.19737491
-27.5,117.5,117.5,2.0885849,0.194487587
-27.5,122.5,122.5,2.086530924,0.193800017
-27.5,127.5,127.5,2.104528666,0.194047749
-27.5,132.5,132.5,2.181132317,0.194563046
-27.5,137.5,137.5,2.24466753,0.195385814
-27.5,142.5,142.5,2.247317314,0.195580557
-27.5,147.5,147.5,2.28149581,0.19638592
-27.5,152.5,152.5,2.339714766,0.198220447
-27.5,157.5,157.5,2.350641489,0.199384004
-27.5,162.5,162.5,2.339184046,0.203283206
-27.5,167.5,167.5,2.388366938,0.208123803
-27.5,172.5,172.5,2.448821545,0.208520472
-27.5,177.5,177.5,2.398789167,0.204313353
-27.5,182.5,-177.5,2.273737669,0.199881122
-27.5,187.5,-172.5,2.168552399,0.196189255
-27.5,192.5,-167.5,2.135088682,0.193804622
-27.5,197.5,-162.5,2.103996992,0.189261347
-27.5,202.5,-157.5,2.076951742,0.183621123
-27.5,207.5,-152.5,2.093748569,0.179552048
-27.5,212.5,-147.5,2.129738808,0.176981285
-27.5,217.5,-142.5,2.12830019,0.17426303
-27.5,222.5,-137.5,2.131946325,0.173042014
-27.5,227.5,-132.5,2.159859419,0.170603707
-27.5,232.5,-127.5,2.169108152,0.166021764
-27.5,237.5,-122.5,2.154875755,0.162035182
-27.5,242.5,-117.5,2.107456446,0.158859462
-27.5,247.5,-112.5,2.04312849,0.157361105
-27.5,252.5,-107.5,2.003786802,0.156998113
-27.5,257.5,-102.5,1.98249948,0.157035485
-27.5,262.5,-97.5,1.958786011,0.157546818
-27.5,267.5,-92.5,1.961502075,0.157795042
-27.5,272.5,-87.5,2.005701303,0.159866944
-27.5,277.5,-82.5,2.015468597,0.162803397
-27.5,282.5,-77.5,2.020913363,0.166996419
-27.5,287.5,-72.5,2.039584875,0.169865996
-27.5,292.5,-67.5,2.064480782,0.172777891
-27.5,297.5,-62.5,2.06209898,0.176923051
-27.5,302.5,-57.5,2.034863949,0.181095272
-27.5,307.5,-52.5,2.03617382,0.186329693
-27.5,312.5,-47.5,2.070479631,0.191531047
-27.5,317.5,-42.5,2.091255665,0.196006924
-27.5,322.5,-37.5,2.038739204,0.198762968
-27.5,327.5,-32.5,2.013904095,0.203189552
-27.5,332.5,-27.5,2.047979355,0.20506227
-27.5,337.5,-22.5,2.108081579,0.205899939
-27.5,342.5,-17.5,2.142002344,0.204711229
-27.5,347.5,-12.5,2.182101011,0.203041881
-27.5,352.5,-7.5,2.215404034,0.20019576
-27.5,357.5,-2.5,2.24305892,0.197883293
-22.5,2.5,2.5,2.412604094,0.204209924
-22.5,7.5,7.5,2.456086636,0.201927155
-22.5,12.5,12.5,2.464633703,0.19795841
-22.5,17.5,17.5,2.400858879,0.192461848
-22.5,22.5,22.5,2.324851751,0.187830642
-22.5,27.5,27.5,2.266042709,0.187200099
-22.5,32.5,32.5,2.211243153,0.190051153
-22.5,37.5,37.5,2.212316275,0.195594326
-22.5,42.5,42.5,2.220974922,0.202682346
-22.5,47.5,47.5,2.194653034,0.211071879
-22.5,52.5,52.5,2.171644688,0.221702531
-22.5,57.5,57.5,2.132292509,0.22890085
-22.5,62.5,62.5,2.106461763,0.235399112
-22.5,67.5,67.5,2.029079914,0.237243548
-22.5,72.5,72.5,1.921947598,0.236532643
-22.5,77.5,77.5,1.863490462,0.237367094
-22.5,82.5,82.5,1.841442823,0.234755188
-22.5,87.5,87.5,1.844781399,0.226376906
-22.5,92.5,92.5,1.90451026,0.217649326
-22.5,97.5,97.5,1.957966924,0.208702937
-22.5,102.5,102.5,1.986514568,0.199362621
-22.5,107.5,107.5,2.041352987,0.192899659
-22.5,112.5,112.5,2.096601963,0.191431716
-22.5,117.5,117.5,2.121663332,0.191227734
-22.5,122.5,122.5,2.142518997,0.191676944
-22.5,127.5,127.5,2.189633846,0.192365304
-22.5,132.5,132.5,2.290715933,0.194259852
-22.5,137.5,137.5,2.342294931,0.197585374
-22.5,142.5,142.5,2.329875708,0.199313775
-22.5,147.5,147.5,2.362789869,0.200885981
-22.5,152.5,152.5,2.457658291,0.204713956
-22.5,157.5,157.5,2.510695219,0.207489267
-22.5,162.5,162.5,2.521579981,0.213177413
-22.5,167.5,167.5,2.565093517,0.218964919
-22.5,172.5,172.5,2.608263493,0.218818367
-22.5,177.5,177.5,2.611500978,0.216792285
-22.5,182.5,-177.5,2.519753218,0.211484224
-22.5,187.5,-172.5,2.392599344,0.205785558
-22.5,192.5,-167.5,2.313234091,0.202148423
-22.5,197.5,-162.5,2.248399734,0.197171047
-22.5,202.5,-157.5,2.192446947,0.190328747
-22.5,207.5,-152.5,2.219957829,0.187511921
-22.5,212.5,-147.5,2.256216764,0.184955359
-22.5,217.5,-142.5,2.252913237,0.180556968
-22.5,222.5,-137.5,2.275466204,0.177169934
-22.5,227.5,-132.5,2.328539371,0.174400896
-22.5,232.5,-127.5,2.305774689,0.16765362
-22.5,237.5,-122.5,2.249452829,0.161189616
-22.5,242.5,-117.5,2.206160307,0.157280192
-22.5,247.5,-112.5,2.156312943,0.155278191
-22.5,252.5,-107.5,2.110984087,0.155759588
-22.5,257.5,-102.5,2.084107399,0.156404018
-22.5,262.5,-97.5,2.0586164,0.156869546
-22.5,267.5,-92.5,2.050556898,0.158118814
-22.5,272.5,-87.5,2.080016375,0.160430878
-22.5,277.5,-82.5,2.056122541,0.163047716
-22.5,282.5,-77.5,2.014163017,0.167307004
-22.5,287.5,-72.5,2.034642458,0.171308205
-22.5,292.5,-67.5,2.088009357,0.174481824
-22.5,297.5,-62.5,2.128389359,0.179824308
-22.5,302.5,-57.5,2.131262779,0.185338691
-22.5,307.5,-52.5,2.142473459,0.190774634
-22.5,312.5,-47.5,2.162089586,0.196727186
-22.5,317.5,-42.5,2.145454407,0.201685205
-22.5,322.5,-37.5,2.088824749,0.206406087
-22.5,327.5,-32.5,2.044750452,0.209137693
-22.5,332.5,-27.5,2.088911295,0.211641476
-22.5,337.5,-22.5,2.155819416,0.213708669
-22.5,342.5,-17.5,2.180209398,0.211842194
-22.5,347.5,-12.5,2.218238592,0.208343133
-22.5,352.5,-7.5,2.283226967,0.206172004
-22.5,357.5,-2.5,2.349839449,0.205015674
-17.5,2.5,2.5,2.537732363,0.216210932
-17.5,7.5,7.5,2.598464251,0.212675691
-17.5,12.5,12.5,2.645670891,0.207983002
-17.5,17.5,17.5,2.593450785,0.200316384
-17.5,22.5,22.5,2.503792048,0.193540692
-17.5,27.5,27.5,2.421977758,0.190596148
-17.5,32.5,32.5,2.367112637,0.19144769
-17.5,37.5,37.5,2.329700708,0.19400771
-17.5,42.5,42.5,2.255099058,0.19753693
-17.5,47.5,47.5,2.169817209,0.203676924
-17.5,52.5,52.5,2.106524706,0.211871475
-17.5,57.5,57.5,2.063799858,0.218990251
-17.5,62.5,62.5,2.033349752,0.222866252
-17.5,67.5,67.5,2.010011673,0.225808099
-17.5,72.5,72.5,1.976339817,0.226669014
-17.5,77.5,77.5,1.946916938,0.228329405
-17.5,82.5,82.5,1.882463455,0.223987147
-17.5,87.5,87.5,1.878460288,0.218948707
-17.5,92.5,92.5,1.914843559,0.212687954
-17.5,97.5,97.5,1.983527303,0.206577256
-17.5,102.5,102.5,2.047044277,0.200080603
-17.5,107.5,107.5,2.108382702,0.196921915
-17.5,112.5,112.5,2.179343939,0.19658637
-17.5,117.5,117.5,2.227212191,0.197072864
-17.5,122.5,122.5,2.261245489,0.197774887
-17.5,127.5,127.5,2.317667484,0.198710725
-17.5,132.5,132.5,2.372638702,0.200557977
-17.5,137.5,137.5,2.412567854,0.206440255
-17.5,142.5,142.5,2.451484919,0.211692005
-17.5,147.5,147.5,2.510157108,0.21553506
-17.5,152.5,152.5,2.587448597,0.218907297
-17.5,157.5,157.5,2.625387192,0.222115085
-17.5,162.5,162.5,2.578446627,0.225186408
-17.5,167.5,167.5,2.592565298,0.22877875
-17.5,172.5,172.5,2.694458008,0.232164294
-17.5,177.5,177.5,2.733039141,0.231144026
-17.5,182.5,-177.5,2.683206081,0.226746246
-17.5,187.5,-172.5,2.599840641,0.222422421
-17.5,192.5,-167.5,2.514320374,0.217783526
-17.5,197.5,-162.5,2.410445929,0.210177079
-17.5,202.5,-157.5,2.339733601,0.203021526
-17.5,207.5,-152.5,2.357385635,0.198125958
-17.5,212.5,-147.5,2.428220987,0.194573209
-17.5,217.5,-142.5,2.423855543,0.188535452
-17.5,222.5,-137.5,2.413347006,0.183566019
-17.5,227.5,-132.5,2.423206806,0.177803278
-17.5,232.5,-127.5,2.3950634,0.169974372
-17.5,237.5,-122.5,2.339642286,0.163071319
-17.5,242.5,-117.5,2.284012318,0.157812923
-17.5,247.5,-112.5,2.23425293,0.155649781
-17.5,252.5,-107.5,2.171582222,0.156302363
-17.5,257.5,-102.5,2.125386953,0.157369718
-17.5,262.5,-97.5,2.096906662,0.158261433
-17.5,267.5,-92.5,2.092259169,0.160953045
-17.5,272.5,-87.5,2.102172613,0.164238051
-17.5,277.5,-82.5,2.081097841,0.167017087
-17.5,282.5,-77.5,2.067400694,0.171220407
-17.5,287.5,-72.5,2.075860739,0.175054461
-17.5,292.5,-67.5,2.093255758,0.178050771
-17.5,297.5,-62.5,2.135726213,0.184087753
-17.5,302.5,-57.5,2.151886225,0.190704927
-17.5,307.5,-52.5,2.165342093,0.197529659
-17.5,312.5,-47.5,2.181556702,0.205309182
-17.5,317.5,-42.5,2.150013208,0.210864291
-17.5,322.5,-37.5,2.105407238,0.215163291
-17.5,327.5,-32.5,2.078488111,0.21652247
-17.5,332.5,-27.5,2.113853693,0.218141213
-17.5,337.5,-22.5,2.151891947,0.218749121
-17.5,342.5,-17.5,2.166833401,0.217560038
-17.5,347.5,-12.5,2.220420837,0.215671748
-17.5,352.5,-7.5,2.355079174,0.216588512
-17.5,357.5,-2.5,2.469484329,0.216779113
-12.5,2.5,2.5,2.66527319,0.224988356
-12.5,7.5,7.5,2.686977625,0.220538467
-12.5,12.5,12.5,2.736593962,0.215332985
-12.5,17.5,17.5,2.711328506,0.207260758
-12.5,22.5,22.5,2.609103203,0.198937356
-12.5,27.5,27.5,2.52976346,0.195246205
-12.5,32.5,32.5,2.478546858,0.193770692
-12.5,37.5,37.5,2.387936831,0.191830903
-12.5,42.5,42.5,2.314477682,0.194194362
-12.5,47.5,47.5,2.248932838,0.198936597
-12.5,52.5,52.5,2.147387266,0.204378262
-12.5,57.5,57.5,2.048096895,0.208234578
-12.5,62.5,62.5,2.038479567,0.213343933
-12.5,67.5,67.5,2.074245453,0.217846498
-12.5,72.5,72.5,2.087655544,0.220206395
-12.5,77.5,77.5,2.022537708,0.219355896
-12.5,82.5,82.5,1.942418814,0.218208969
-12.5,87.5,87.5,1.906738639,0.21554856
-12.5,92.5,92.5,1.927016973,0.212563485
-12.5,97.5,97.5,2.011460066,0.209934652
-12.5,102.5,102.5,2.131584883,0.20925802
-12.5,107.5,107.5,2.205881596,0.208983704
-12.5,112.5,112.5,2.268569708,0.207183138
-12.5,117.5,117.5,2.33202219,0.205900908
-12.5,122.5,122.5,2.376697063,0.207824066
-12.5,127.5,127.5,2.411875963,0.21040675
-12.5,132.5,132.5,2.42100668,0.212066367
-12.5,137.5,137.5,2.454068422,0.216933474
-12.5,142.5,142.5,2.542993307,0.223766267
-12.5,147.5,147.5,2.632689476,0.229541123
-12.5,152.5,152.5,2.672475338,0.232867062
-12.5,157.5,157.5,2.593023777,0.232031792
-12.5,162.5,162.5,2.494776011,0.232351661
-12.5,167.5,167.5,2.536060095,0.23624438
-12.5,172.5,172.5,2.678727388,0.240501001
-12.5,177.5,177.5,2.77548027,0.241858914
-12.5,182.5,-177.5,2.784240723,0.241348743
-12.5,187.5,-172.5,2.712626219,0.238445699
-12.5,192.5,-167.5,2.60191226,0.233039409
-12.5,197.5,-162.5,2.503028393,0.224439695
-12.5,202.5,-157.5,2.455916882,0.215165973
-12.5,207.5,-152.5,2.500666142,0.208673373
-12.5,212.5,-147.5,2.5623703,0.202072889
-12.5,217.5,-142.5,2.533962727,0.193808556
-12.5,222.5,-137.5,2.489131451,0.186937287
-12.5,227.5,-132.5,2.461348057,0.179125994
-12.5,232.5,-127.5,2.437703371,0.171067968
-12.5,237.5,-122.5,2.397851467,0.164387181
-12.5,242.5,-117.5,2.34262538,0.158848822
-12.5,247.5,-112.5,2.272060394,0.156081498
-12.5,252.5,-107.5,2.176724434,0.156069338
-12.5,257.5,-102.5,2.108055592,0.157257214
-12.5,262.5,-97.5,2.095026255,0.159977093
-12.5,267.5,-92.5,2.09508419,0.164276838
-12.5,272.5,-87.5,2.085751772,0.168287188
-12.5,277.5,-82.5,2.102275133,0.172753304
-12.5,282.5,-77.5,2.122810364,0.177452013
-12.5,287.5,-72.5,2.130628586,0.181215614
-12.5,292.5,-67.5,2.136023998,0.184647664
-12.5,297.5,-62.5,2.157305002,0.190556988
-12.5,302.5,-57.5,2.161703587,0.19619067
-12.5,307.5,-52.5,2.19385767,0.205248564
-12.5,312.5,-47.5,2.21479845,0.214047581
-12.5,317.5,-42.5,2.1965096,0.219902083
-12.5,322.5,-37.5,2.157133579,0.222307727
-12.5,327.5,-32.5,2.153962612,0.223504558
-12.5,332.5,-27.5,2.17383337,0.223041281
-12.5,337.5,-22.5,2.201016903,0.223642737
-12.5,342.5,-17.5,2.22035265,0.224251673
-12.5,347.5,-12.5,2.294855118,0.2256549
-12.5,352.5,-7.5,2.467294216,0.227534324
-12.5,357.5,-2.5,2.630041599,0.228226244
-7.5,2.5,2.5,2.818781376,0.234592065
-7.5,7.5,7.5,2.823098421,0.229931071
-7.5,12.5,12.5,2.817064762,0.222321421
-7.5,17.5,17.5,2.770568848,0.215223372
-7.5,22.5,22.5,2.639822483,0.207855269
-7.5,27.5,27.5,2.536810637,0.201549932
-7.5,32.5,32.5,2.490007639,0.19785656
-7.5,37.5,37.5,2.409008741,0.195151731
-7.5,42.5,42.5,2.34396863,0.194773361
-7.5,47.5,47.5,2.311583281,0.197276905
-7.5,52.5,52.5,2.219905615,0.199828953
-7.5,57.5,57.5,2.118483067,0.202856109
-7.5,62.5,62.5,2.081889153,0.205951378
-7.5,67.5,67.5,2.113873482,0.210327953
-7.5,72.5,72.5,2.103589058,0.213320196
-7.5,77.5,77.5,2.046674252,0.215710014
-7.5,82.5,82.5,1.967860103,0.215727478
-7.5,87.5,87.5,1.928181171,0.216127023
-7.5,92.5,92.5,1.953951955,0.216210827
-7.5,97.5,97.5,2.074093819,0.217823237
-7.5,102.5,102.5,2.219912052,0.219840735
-7.5,107.5,107.5,2.271263361,0.218992427
-7.5,112.5,112.5,2.30785799,0.218389496
-7.5,117.5,117.5,2.377830744,0.218196839
-7.5,122.5,122.5,2.406825304,0.219811127
-7.5,127.5,127.5,2.424960613,0.222701192
-7.5,132.5,132.5,2.454472065,0.224838093
-7.5,137.5,137.5,2.475932837,0.226911306
